type,quality,fixed acidity,volatile acidity,citric acid,pH,sulphates,alcohol
white,7,7.2,0.33,0.34,3.25,0.53,13.3
white,7,6.6,0.29,0.29,3.08,0.42,13.7
white,5,7.5,0.2,0.41,3.19,0.52,11.1
white,7,6.9,0.33,0.62,3.23,0.43,13.4
white,5,6,0.23,0.15,3.05,0.3,9.1
white,7,5.9,0.23,0.24,3.31,0.5,11.3
white,5,6.6,0.32,0.41,3.2,0.46,9.4
white,5,6,0.23,0.15,3.05,0.3,9.1
white,6,5.3,0.36,0.27,3.37,0.4,11.6
white,6,5.3,0.36,0.27,3.37,0.4,11.6
white,6,8.9,0.27,0.28,3.01,0.35,12.4
white,6,7.6,0.23,0.29,3.11,0.32,9.8
white,4,6.9,0.75,0.13,3.09,0.25,11.1
white,7,7.1,0.35,0.27,3.26,0.38,13.1
white,5,7.2,0.31,0.35,3.14,0.53,9.7
white,5,6.4,0.28,0.44,3.15,0.48,9.2
white,6,7.2,0.23,0.46,3.1,0.78,11.7
white,6,6.6,0.22,0.3,3.14,0.37,10.6
white,5,7.2,0.31,0.35,3.14,0.53,9.7
white,5,6.4,0.28,0.44,3.15,0.48,9.2
white,6,7.2,0.24,0.28,3.1,0.39,10.9
white,5,6.2,0.27,0.47,3.23,0.51,10.1
white,7,6.5,0.28,0.25,3.17,0.44,12.2
white,6,7.2,0.27,0.31,3.03,0.33,12.7
white,6,7.8,0.28,0.25,2.98,0.37,13
white,6,8.1,0.26,0.27,3.16,0.33,11.2
white,6,6.6,0.23,0.37,3.2,0.48,9.4
white,6,6,0.33,0.2,3.41,0.53,11
white,6,6,0.33,0.2,3.41,0.53,11
white,6,7.3,0.2,0.29,3.1,0.48,9.2
white,6,6.6,0.23,0.37,3.2,0.48,9.4
white,6,7.3,0.2,0.29,3.1,0.48,9.2
white,6,6.2,0.47,0.19,3.22,0.45,12.3
white,6,6,0.33,0.2,3.41,0.53,11
white,6,7.2,0.14,0.32,3.04,0.67,10
white,6,5.7,0.22,0.22,3.24,0.48,9
white,6,5.7,0.22,0.22,3.24,0.48,9
white,6,5.7,0.22,0.22,3.24,0.48,9
white,6,8.1,0.2,0.28,2.92,0.36,11.1
white,6,5.8,0.14,0.15,3.06,0.6,9.9
white,7,4.8,0.21,0.21,3.66,0.48,12.2
white,6,8.1,0.2,0.28,2.92,0.36,11.1
white,6,5.7,0.22,0.22,3.24,0.48,9
white,4,7.5,0.34,0.24,3.01,0.36,11.8
white,6,6.6,0.64,0.28,3.11,0.62,12.9
white,5,7,0.48,0.12,2.86,0.35,9
white,6,7.6,0.37,0.34,3.01,0.33,12.4
white,5,7,0.48,0.12,2.86,0.35,9
white,6,6.6,0.64,0.28,3.11,0.62,12.9
white,6,8,0.25,0.27,2.99,0.36,11.2
white,6,7.6,0.38,0.28,3,0.41,12.6
white,6,6.9,0.26,0.27,3.12,0.39,11.5
white,7,7.8,0.15,0.34,3.07,0.72,11.3
white,6,8,0.25,0.27,2.99,0.36,11.2
white,6,6.9,0.26,0.27,3.12,0.39,11.5
white,4,5.9,0.655,0,3.32,0.51,10.5
white,6,7.6,0.38,0.28,3,0.41,12.6
white,6,7.8,0.31,0.4,3.15,0.48,11.9
white,6,8.1,0.17,0.21,3.18,0.52,10.1
white,7,6.8,0.18,0.28,3.15,0.45,11
white,5,7.4,0.28,0.36,3.14,0.56,10.6
white,7,7.3,0.23,0.27,3.04,0.59,11.3
white,4,6.7,0.22,0.22,3.1,0.37,11.2
white,7,7.4,0.25,0.28,2.94,0.37,11.5
white,5,7.5,0.3,0.21,2.92,0.35,11.1
white,7,7.2,0.26,0.24,3.14,0.49,12.8
white,6,6.3,0.32,0.32,3.3,0.46,12.3
white,6,7.7,0.24,0.3,3.26,0.53,10.4
white,7,7.4,0.25,0.28,2.94,0.37,11.5
white,7,7,0.24,0.35,3.16,0.37,11.7
white,7,5.8,0.28,0.28,3.35,0.44,10.7
white,6,6.8,0.19,0.71,2.85,0.5,9.5
white,6,6.8,0.19,0.71,2.85,0.5,9.5
white,6,6.8,0.19,0.71,2.85,0.5,9.5
white,7,6.6,0.19,0.35,3.18,0.68,12
white,5,6.4,0.28,0.36,3.31,0.45,10.8
white,7,5.6,0.28,0.27,3.35,0.44,10.7
white,7,5.6,0.28,0.28,3.35,0.44,10.7
white,7,6.8,0.19,0.32,3.12,0.44,10.7
white,7,7.2,0.16,0.29,3.12,0.4,12.1
white,7,6.6,0.17,0.28,3,0.52,11.9
white,6,6.6,0.19,0.28,3.18,0.37,10.8
white,7,5.8,0.2,0.24,3.59,0.56,12.3
white,6,6.6,0.39,0.38,3.3,0.57,9.4
white,6,6.8,0.12,0.3,3.2,0.35,9.9
white,7,6.6,0.295,0.24,3.35,0.61,10.4
white,6,6.6,0.26,0.24,3.35,0.6,10.4
white,7,7,0.32,0.27,3.15,0.6,12.6
white,6,7.4,0.36,0.23,2.93,0.36,12.5
white,5,6.7,0.35,0.48,3.04,0.47,9.4
white,5,6.4,0.38,0.24,3.11,0.6,9.2
white,6,6.8,0.14,0.18,3.27,0.54,11.2
white,6,7,0.16,0.25,2.91,0.46,9.2
white,6,7,0.16,0.25,2.91,0.46,9.2
white,5,6.7,0.35,0.48,3.04,0.47,9.4
white,6,6.8,0.14,0.18,3.27,0.54,11.2
white,6,6.8,0.16,0.18,3.27,0.55,10.8
white,6,7,0.16,0.25,2.91,0.46,9.2
white,5,6.4,0.38,0.24,3.11,0.6,9.2
white,6,7.2,0.24,0.3,2.96,0.36,12.5
white,5,7.7,0.32,0.61,3,0.54,9.3
white,5,7,0.29,0.33,3.21,0.5,11.4
white,7,7.1,0.27,0.24,3.04,0.56,10
white,6,6.8,0.45,0.28,3.06,0.42,10.6
white,7,6.3,0.2,0.26,3.07,0.75,10.7
white,7,7.1,0.27,0.24,3.04,0.56,10
white,6,7.2,0.24,0.3,2.96,0.36,12.5
white,6,6.8,0.45,0.28,3.06,0.42,10.6
white,7,6.6,0.36,0.28,3.19,0.27,12.8
white,5,7.7,0.32,0.61,3,0.54,9.3
white,5,7,0.29,0.33,3.21,0.5,11.4
white,5,6.4,0.37,0.2,3.24,0.43,9.5
white,6,6.4,0.38,0.2,3.24,0.43,9.5
white,6,6.4,0.36,0.2,3.24,0.43,9.5
white,6,6.6,0.3,0.25,3.06,0.38,10.8
white,6,6.6,0.3,0.25,3.06,0.38,10.8
white,6,6.5,0.21,0.51,3.2,0.47,8.8
white,6,6.6,0.3,0.25,3.06,0.38,10.8
white,7,7.6,0.31,0.27,3.08,0.38,11
white,6,5.8,0.58,0,3.29,0.38,12.4
white,7,6.5,0.26,0.39,3.25,0.75,11.3
white,7,8.7,0.3,0.34,3.12,0.49,11.2
white,7,6.4,0.29,0.32,3.24,0.66,12.5
white,6,6.7,0.13,0.32,3.12,0.44,10
white,6,6.8,0.19,0.33,3.12,0.56,11
white,6,6,0.25,0.4,3.16,0.88,10.5
white,6,6,0.25,0.4,3.16,0.88,10.5
white,6,6.8,0.19,0.33,3.12,0.56,11
white,7,6.4,0.24,0.23,3.12,0.54,11.4
white,6,5.9,0.18,0.28,3.16,0.44,11.3
white,7,7.2,0.33,0.22,2.97,0.52,12.2
white,7,6.4,0.29,0.24,2.9,0.66,12.6
white,5,7.3,0.31,0.25,2.9,0.37,11.1
white,6,7,0.29,0.37,3.26,0.47,12.3
white,4,6.9,0.19,0.6,2.92,0.59,10.4
white,6,6.3,0.32,0.17,3.13,0.48,8.8
white,6,6.6,0.085,0.33,3.27,0.61,9.5
white,6,6.3,0.32,0.17,3.13,0.48,8.8
white,6,6.8,0.18,0.32,3.42,0.44,10.4
white,7,6.8,0.52,0.26,3.11,0.27,13
white,7,7.1,0.28,0.28,3.16,0.46,12.2
white,8,5.7,0.15,0.47,3.03,0.34,10.5
white,7,5.8,0.275,0.3,3.33,0.42,10.8
white,8,5.4,0.53,0.16,3.2,0.53,13.2
white,8,5.8,0.32,0.28,3.16,0.57,13
white,6,6.7,0.22,0.39,3.5,0.47,10
white,4,6.1,0.6,0.12,3.42,0.48,10.4
white,6,6.5,0.26,0.31,3.16,0.54,12.4
white,8,5,0.29,0.54,3.27,0.34,12.9
white,8,5.4,0.53,0.16,3.2,0.53,13.2
white,7,6.8,0.21,0.26,3.02,0.56,10.5
white,8,5.8,0.32,0.28,3.16,0.57,13
white,5,6.5,0.27,0.26,3.07,0.36,11.2
white,7,5.9,0.37,0.32,3.41,0.55,12.7
white,6,6.2,0.21,0.18,3.14,0.52,9.4
white,7,6.8,0.3,0.29,3.03,0.32,12.9
white,8,7.3,0.41,0.29,2.96,0.35,13
white,7,5.4,0.3,0.3,3.31,0.4,13.6
white,5,6.6,0.34,0.2,3.32,0.55,9.1
white,6,5.6,0.25,0.19,3.25,0.43,10.4
white,7,5.3,0.3,0.3,3.31,0.4,13.6
white,6,6.9,0.58,0.58,3.28,0.44,12.2
white,5,7.2,0.23,0.25,3.1,0.51,8.7
white,7,7.1,0.2,0.27,3.04,0.37,10.5
white,6,6.8,0.15,0.41,3.24,0.78,10.2
white,8,7,0.22,0.26,3.06,0.34,12.5
white,7,6.4,0.16,0.44,3.11,0.75,11.3
white,6,6.8,0.15,0.41,3.24,0.78,10.2
white,7,6.8,0.31,0.3,3.13,0.63,12.6
white,6,6.8,0.15,0.41,3.24,0.78,10.2
white,5,7.6,0.3,0.37,3.09,0.5,9.8
white,5,6,0.16,0.27,3.15,0.34,10.8
white,6,7.1,0.21,0.35,3.32,0.56,12.5
white,8,7,0.22,0.26,3.06,0.34,12.5
white,7,5.6,0.21,0.24,3.3,0.31,11.5
white,6,7.4,0.22,0.26,2.98,0.41,11.4
white,7,7.1,0.2,0.27,3.04,0.37,10.5
white,7,6.8,0.31,0.3,3.13,0.63,12.6
white,5,7.2,0.23,0.25,3.1,0.51,8.7
white,6,6.4,0.15,0.4,3.17,0.68,11
white,7,6.4,0.16,0.44,3.11,0.75,11.3
white,6,6.8,0.15,0.41,3.24,0.78,10.2
white,6,6.3,0.22,0.34,3.06,0.74,11.6
white,5,7.6,0.3,0.37,3.09,0.5,9.8
white,5,7,0.3,0.27,3.1,0.52,10.1
white,5,6.6,0.26,0.22,3.06,0.5,9.2
white,6,7.5,0.24,0.31,3.05,0.53,9.1
white,6,7.5,0.24,0.31,3.05,0.53,9.1
white,6,7.5,0.24,0.31,3.05,0.53,9.1
white,6,7.5,0.24,0.31,3.05,0.53,9.1
white,6,6.6,0.15,0.34,2.96,0.5,11.7
white,6,6.7,0.34,0.43,3.23,0.44,12.6
white,5,7.7,0.35,0.46,2.86,0.47,9
white,5,6.7,0.31,0.09,3.12,0.44,10.1
white,5,4.7,0.67,0.09,3.3,0.34,13.6
white,6,7.5,0.24,0.31,3.05,0.53,9.1
white,5,6.3,0.2,0.18,3.09,0.54,9.2
white,5,6.6,0.28,0.23,3.12,0.51,8.8
white,4,8.5,0.18,0.3,2.83,0.36,10
white,6,6.5,0.35,0.38,3.47,0.48,9.1
white,5,6.8,0.22,0.26,3.04,0.35,11.2
white,6,6.3,0.18,0.24,3.11,0.52,9.2
white,5,6.6,0.26,0.22,3.06,0.5,9.2
white,5,6.6,0.3,0.45,3.18,0.48,9.5
white,7,6.3,0.34,0.27,3.35,0.6,11.9
white,5,7.7,0.3,0.23,3.11,0.62,9.8
white,5,7.7,0.31,0.23,3.11,0.62,9.8
white,7,5.7,0.265,0.28,3.36,0.44,10.8
white,6,5.4,0.255,0.33,3.37,0.66,11.3
white,6,6.6,0.26,0.28,3.17,0.34,12.1
white,7,4.8,0.17,0.28,3.38,0.34,11.3
white,7,5.7,0.265,0.28,3.36,0.44,10.8
white,7,6.2,0.2,0.33,3.36,0.41,13.5
white,5,7.5,0.28,0.41,3.28,0.45,10.3
white,6,6.2,0.22,0.2,3.11,0.53,9
white,6,7,0.34,0.26,3.08,0.35,11.6
white,5,7.5,0.28,0.41,3.28,0.45,10.3
white,6,6.5,0.19,0.34,3.21,0.68,12.5
white,5,6,0.21,0.29,3.39,0.45,8.6
white,6,6.1,0.22,0.46,3.19,0.33,13.4
white,4,6.5,0.32,0.48,3.22,0.79,12.7
white,5,7.1,0.21,0.72,2.97,0.51,9.2
white,6,5.6,0.26,0.18,3.32,0.35,10.2
white,7,7,0.15,0.28,2.96,0.39,9
white,7,7,0.15,0.28,2.96,0.39,9
white,7,7,0.15,0.28,2.96,0.39,9
white,7,7,0.15,0.28,2.96,0.39,9
white,7,7,0.15,0.28,2.96,0.39,9
white,7,7,0.15,0.28,2.96,0.39,9
white,7,7,0.15,0.28,2.96,0.39,9
white,5,7.4,0.27,0.28,3.02,0.4,11.9
white,6,6.8,0.22,0.3,2.89,0.42,9
white,5,6.2,0.24,0.25,3.3,0.51,9
white,6,6.3,0.28,0.29,3.43,0.59,11
white,7,7,0.15,0.28,2.96,0.39,9
white,5,5.5,0.17,0.23,3.28,0.5,10
white,5,6.5,0.26,0.34,3.29,0.46,10.7
white,5,6.6,0.27,0.33,3.29,0.46,10.7
white,8,5.4,0.46,0.15,3.39,0.77,13.4
white,6,7.8,0.19,0.32,2.99,0.39,11
white,5,5.5,0.17,0.23,3.28,0.5,10
white,5,6.5,0.26,0.34,3.29,0.46,10.7
white,5,6.6,0.27,0.33,3.29,0.46,10.7
white,6,7.8,0.19,0.32,2.99,0.39,11
white,6,7.8,0.2,0.32,2.99,0.39,11
white,7,6.1,0.17,0.28,3.16,0.37,11.1
white,5,7.4,0.2,0.35,2.79,0.52,10.9
white,5,6.7,0.39,0.24,3.03,0.37,11.5
white,8,5.4,0.46,0.15,3.39,0.77,13.4
white,5,6.9,0.4,0.17,3.08,0.49,9.4
white,5,6.9,0.4,0.17,3.08,0.49,9.4
white,5,6.9,0.4,0.17,3.08,0.49,9.4
white,6,6.3,0.24,0.29,3.17,0.38,10.6
white,5,6.9,0.4,0.17,3.08,0.49,9.4
white,4,7.4,0.27,0.31,3.03,0.65,12
white,6,6.1,0.27,0.28,3.14,0.42,10.2
white,6,6.3,0.24,0.29,3.17,0.38,10.6
white,5,5,0.61,0.12,3.26,0.37,13.5
white,5,6.7,0.42,0.39,3.31,0.58,9.7
white,6,6.5,0.33,0.28,3.24,0.32,12.2
white,5,6.9,0.33,0.31,3.11,0.57,12.3
white,6,6.5,0.33,0.28,3.24,0.32,12.2
white,7,6.3,0.15,0.3,3.42,0.57,11.4
white,7,6.5,0.32,0.45,3.2,0.7,12.7
white,5,6.7,0.42,0.39,3.31,0.58,9.7
white,6,7.4,0.25,0.29,3.13,0.29,10.8
white,6,7.6,0.27,0.3,3.08,0.29,11
white,5,6.4,0.27,0.45,3.18,0.48,9.5
white,6,6.5,0.25,0.27,3.2,0.49,10.1
white,7,5.6,0.19,0.31,3.46,0.4,13.2
white,5,7.4,0.29,0.48,3.02,0.34,8.8
white,5,6.4,0.34,0.44,3.18,0.48,9.5
white,5,6.6,0.27,0.52,3.18,0.48,9.5
white,6,6.6,0.26,0.52,3.16,0.47,9.5
white,5,6.4,0.27,0.45,3.18,0.48,9.5
white,5,6.5,0.26,0.5,3.18,0.47,9.5
white,6,6.8,0.25,0.3,3.03,0.58,10.4
white,6,6.3,0.32,0.26,3.14,0.55,9.9
white,5,5.5,0.24,0.45,3.22,0.48,10
white,6,6.5,0.25,0.27,3.2,0.49,10.1
white,6,6.6,0.13,0.29,3.17,0.39,9.4
white,5,7,0.39,0.21,3.03,0.47,9.3
white,5,7.9,0.21,0.39,3.05,0.52,10.9
white,5,7,0.3,0.28,3.2,0.57,11.4
white,5,8.1,0.2,0.3,2.99,0.73,10.3
white,6,8.3,0.18,0.3,3.02,0.51,11
white,5,7.9,0.21,0.39,3.05,0.52,10.9
white,6,7.2,0.17,0.34,2.99,0.4,10.8
white,5,8.1,0.2,0.3,2.99,0.73,10.3
white,6,8.3,0.18,0.3,3.02,0.51,11
white,5,7,0.39,0.21,3.03,0.47,9.3
white,5,6.8,0.21,0.62,2.96,0.59,10.2
white,6,6.9,0.21,0.62,2.96,0.59,10.2
white,6,7.2,0.17,0.34,2.99,0.4,10.8
white,3,6.8,0.26,0.34,3.24,0.52,10.5
white,5,7.2,0.28,0.38,3.13,0.52,11.1
white,5,7.9,0.21,0.39,3.05,0.52,10.9
white,5,7,0.3,0.28,3.2,0.57,11.4
white,5,7.4,0.34,0.28,3.22,0.49,10.3
white,7,6.3,0.43,0.32,3.28,0.33,12.9
white,5,6.8,0.41,0.3,3.12,0.59,9.9
white,6,6.3,0.4,0.24,3.24,0.44,11.3
white,6,5.1,0.35,0.26,3.38,0.4,11.5
white,6,5.1,0.35,0.26,3.38,0.4,11.5
white,5,6.3,0.3,0.2,3,0.38,10.7
white,6,6.9,0.28,0.28,3.03,0.56,10.4
white,6,7,0.33,0.28,3.17,0.64,12.5
white,5,6.7,0.26,0.49,3.19,0.48,9.5
white,7,7.3,0.24,0.3,3.05,0.56,11.3
white,6,6.7,0.46,0.21,3.26,0.54,13
white,6,5.1,0.35,0.26,3.38,0.4,11.5
white,5,5.1,0.23,0.18,3.22,0.39,11.5
white,6,6.3,0.4,0.24,3.24,0.44,11.3
white,7,7.1,0.44,0.23,3.15,0.57,13.2
white,7,4.8,0.26,0.23,3.46,0.28,11.5
white,5,6.8,0.31,0.19,2.83,0.44,9.6
white,5,6.8,0.31,0.19,2.83,0.44,9.6
white,6,7,0.15,0.29,3.15,0.37,9.7
white,5,6.5,0.41,0.22,3.14,0.62,9.2
white,5,6.2,0.31,0.23,3.16,0.48,8.4
white,6,8,0.27,0.33,3,0.45,12.4
white,6,8,0.27,0.33,3,0.45,12.4
white,5,6.5,0.41,0.22,3.14,0.62,9.2
white,5,6.2,0.31,0.23,3.16,0.48,8.4
white,6,6.7,0.37,0.25,3.14,0.36,11.7
white,6,6.6,0.21,0.5,2.96,0.56,11
white,6,7.5,0.26,0.31,2.97,0.43,11.9
white,7,7.5,0.34,0.28,3.2,0.5,13.2
white,6,6.7,0.37,0.25,3.14,0.36,11.7
white,5,6.4,0.32,0.23,3.26,0.54,9.1
white,6,6.7,0.24,0.32,3.34,0.35,12.6
white,5,6.4,0.32,0.23,3.26,0.54,9.1
white,6,7.1,0.39,0.79,3.17,0.46,10.5
white,5,8.2,0.31,0.43,3.23,0.64,10.6
white,6,6.7,0.24,0.32,3.34,0.35,12.6
white,7,5.9,0.17,0.29,3.41,0.33,13.7
white,6,5.9,0.2,0.23,3.36,0.49,12
white,7,6.6,0.32,0.26,3.4,0.73,12.5
white,6,5.9,0.12,0.27,3.55,0.68,12.1
white,6,5.9,0.18,0.29,3.21,0.38,11.3
white,6,5.9,0.2,0.23,3.36,0.49,12
white,6,5.4,0.17,0.27,3.46,0.55,10.3
white,6,6.1,0.21,0.3,3.27,0.31,12.7
white,5,7.3,0.25,0.26,3.12,0.37,9.2
white,5,7.3,0.25,0.26,3.12,0.37,9.2
white,6,6.2,0.22,0.3,3.1,0.47,9.5
white,6,6.5,0.27,0.19,3.16,0.34,10.1
white,6,6.5,0.27,0.19,3.16,0.34,10.1
white,7,6.6,0.39,0.22,3.25,0.53,13
white,6,6,0.31,0.38,3.24,0.56,13.1
white,6,8.4,0.23,0.32,3.1,0.55,11
white,5,7.3,0.25,0.26,3.12,0.37,9.2
white,6,6,0.22,0.25,3.08,0.36,9.4
white,6,6.2,0.22,0.3,3.1,0.47,9.5
white,6,6.1,0.23,0.27,3.16,0.4,10.2
white,6,6.5,0.27,0.19,3.16,0.34,10.1
white,4,7.3,0.36,0.54,3.06,0.49,8.6
white,5,7.6,0.37,0.51,2.91,0.51,9
white,5,6.7,0.26,0.51,3.13,0.5,9.6
white,7,7.4,0.22,0.27,3.29,0.44,9.9
white,5,6.1,0.22,0.28,3.2,0.38,10.5
white,5,7.1,0.28,0.31,3.15,0.5,11.4
white,5,6.5,0.35,0.31,3.18,0.49,9.4
white,4,6.8,0.73,0.2,3.12,0.28,11.1
white,6,6,0.28,0.24,3.1,0.45,8.9
white,6,6,0.28,0.24,3.1,0.45,8.9
white,5,7.1,0.2,0.37,3.15,0.52,10.8
white,6,6.8,0.33,0.31,3.06,0.55,12.2
white,6,6,0.28,0.24,3.1,0.45,8.9
white,6,7.2,0.24,0.36,3.13,0.63,12.5
white,6,6.8,0.33,0.31,3.06,0.55,12.2
white,6,7.2,0.24,0.36,3.13,0.63,12.5
white,6,6,0.28,0.24,3.1,0.45,8.9
white,6,6.2,0.27,0.26,3.16,0.37,10.8
white,6,6.4,0.38,0.26,2.99,0.31,11.4
white,5,7.1,0.2,0.37,3.15,0.52,10.8
white,5,6,0.21,0.3,3.18,0.39,10.6
white,5,7,0.34,0.1,3.01,0.39,9.2
white,6,5.9,0.435,0.16,3.24,0.46,12.2
white,6,7,0.25,0.33,3.26,0.45,12.3
white,6,6.7,0.26,0.29,3.23,0.56,10.4
white,6,7,0.24,0.3,2.99,0.57,10.4
white,7,8.5,0.23,0.34,3.07,0.55,11
white,5,6,0.21,0.3,3.18,0.39,10.6
white,5,7,0.34,0.1,3.01,0.39,9.2
white,4,4.8,0.65,0.12,3.32,0.36,13.5
white,6,6.1,0.22,0.38,2.95,0.64,11.4
white,6,5.8,0.27,0.26,3.1,0.38,11.5
white,7,5,0.455,0.18,3.21,0.83,14
white,7,6.5,0.33,0.3,3.25,0.63,12.5
white,7,6.5,0.33,0.3,3.25,0.63,12.5
white,7,6.7,0.31,0.3,3.09,0.36,12.8
white,7,6.2,0.39,0.24,3.23,0.43,11.2
white,7,6.2,0.39,0.24,3.23,0.43,11.2
white,6,7.1,0.37,0.3,3.17,0.27,13.6
white,6,7.2,0.23,0.82,2.93,0.42,9.2
white,7,6.5,0.33,0.3,3.25,0.63,12.5
white,6,7.2,0.25,0.32,3.17,0.48,11.1
white,7,6.2,0.39,0.24,3.23,0.43,11.2
white,7,4.7,0.455,0.18,3.21,0.83,14
white,6,7.1,0.37,0.3,3.17,0.27,13.6
white,5,6.2,0.28,0.51,3.18,0.52,9.4
white,7,6.4,0.35,0.28,3.12,0.4,14.2
white,6,6.6,0.31,0.28,3,0.4,13.2
white,6,7.4,0.25,0.37,3.04,0.53,11.2
white,5,7.3,0.36,0.34,3.14,0.57,10.2
white,7,6.7,0.31,0.3,3.09,0.36,12.8
white,5,8.6,0.31,0.3,2.95,0.39,10.1
white,5,8.6,0.31,0.3,2.95,0.39,10.1
white,5,8.6,0.22,0.33,2.83,0.31,10.3
white,6,6.9,0.14,0.29,3.19,0.33,9.9
white,5,6.5,0.22,0.31,3.15,0.31,11.5
white,5,6.6,0.32,0.47,3.18,0.56,9
white,5,6.6,0.32,0.47,3.18,0.56,9
white,6,6.1,0.28,0.26,3.03,0.41,12.1
white,6,6.2,0.3,0.28,3.14,0.41,13.3
white,8,6.9,0.22,0.28,3.22,0.6,11.5
white,4,8.7,0.31,0.21,2.96,0.52,11
white,6,7.3,0.27,0.3,3.28,0.53,10.7
white,5,7,0.46,0.2,3.08,0.56,9.4
white,6,5.7,0.23,0.25,3.44,0.61,10.3
white,5,6.5,0.36,0.36,3.17,0.42,9.3
white,6,8.2,0.18,0.38,2.88,0.6,12
white,6,6.2,0.27,0.32,3.21,0.6,11
white,5,6.9,0.4,0.37,3.16,0.5,9.3
white,5,4.9,0.345,0.34,3.24,0.4,10.1
white,6,7.2,0.23,0.39,3.18,0.47,11.1
white,6,6.4,0.2,0.15,2.99,0.58,9.9
white,6,6.1,0.27,0.32,3.22,0.6,11
white,6,6.2,0.27,0.32,3.21,0.6,11
white,6,6,0.3,0.33,3.32,0.42,12.5
white,7,6.1,0.3,0.32,3.31,0.44,12.7
white,5,5.7,0.14,0.3,3.32,0.45,9.3
white,5,6.9,0.4,0.37,3.16,0.5,9.3
white,5,4.9,0.345,0.34,3.24,0.4,10.1
white,5,6.3,0.33,0.2,3.14,0.51,8.8
white,6,7,0.16,0.3,2.88,0.47,11.2
white,7,8.4,0.22,0.3,3.13,0.54,10.8
white,5,6.3,0.33,0.2,3.14,0.51,8.8
white,6,7,0.16,0.3,2.88,0.47,11.2
white,5,5.4,0.24,0.18,3.24,0.46,10.3
white,5,7.7,0.31,0.36,3.11,0.48,12
white,6,5.6,0.185,0.19,3.26,0.41,9.5
white,6,5.6,0.185,0.19,3.26,0.41,9.5
white,6,6.6,0.43,0.24,3.14,0.54,9.8
white,5,7.6,0.39,0.46,2.91,0.51,9
white,7,7.2,0.58,0.27,3.17,0.53,13
white,7,6,0.34,0.32,3.39,0.44,11.8
white,5,7.5,0.35,0.48,2.97,0.52,8.8
white,4,7.3,0.38,0.23,3.1,0.55,11.2
white,6,5.4,0.185,0.19,3.26,0.41,9.5
white,4,6.3,0.27,0.51,3.16,0.54,9.4
white,6,6.5,0.29,0.52,3.16,0.51,9.5
white,6,6.4,0.17,0.3,3.03,0.49,10.4
white,7,6.7,0.18,0.31,3.08,0.49,9.8
white,6,6.4,0.17,0.3,3.03,0.49,10.4
white,6,6.8,0.37,0.67,3.06,0.56,10.3
white,4,6.3,0.27,0.51,3.16,0.54,9.4
white,6,6.5,0.29,0.52,3.16,0.51,9.5
white,7,6.1,0.24,0.26,3.19,0.81,11.9
white,7,7,0.32,0.29,3.15,0.65,12.8
white,6,6.9,0.27,0.25,3.09,0.38,13
white,7,6.5,0.29,0.53,3.26,0.59,10.4
white,6,6.5,0.29,0.52,3.25,0.59,10.4
white,5,6.1,0.22,0.25,3.21,0.4,10.7
white,7,6.3,0.22,0.27,3.05,0.76,10.7
white,7,6.1,0.24,0.26,3.19,0.81,11.9
white,6,5.6,0.23,0.25,3.19,0.42,10.4
white,7,7,0.32,0.29,3.15,0.65,12.8
white,6,6.8,0.11,0.27,3.2,0.37,9.9
white,6,6.8,0.11,0.27,3.2,0.37,9.9
white,6,7.3,0.23,0.41,3.16,0.71,9.4
white,6,6.1,0.2,0.17,3.3,0.43,11.4
white,6,6.8,0.11,0.27,3.2,0.37,9.9
white,6,7.3,0.23,0.41,3.16,0.71,9.4
white,5,6.9,0.2,0.41,2.99,0.39,9.2
white,7,6.7,0.19,0.32,2.9,0.57,10.5
white,7,6.7,0.28,0.34,3.25,0.54,11
white,7,6.7,0.28,0.34,3.25,0.54,11
white,5,8,0.37,0.31,2.9,0.72,12.1
white,7,6.7,0.28,0.34,3.25,0.54,11
white,7,6,0.26,0.29,3.22,0.39,12.8
white,6,6.4,0.24,0.49,3.01,0.98,10.5
white,6,6.4,0.24,0.49,3.01,0.98,10.5
white,6,6.4,0.24,0.49,3.01,0.98,10.5
white,5,6.4,0.25,0.57,3,0.4,9.5
white,6,6.1,0.25,0.48,3.07,0.45,9.2
white,6,6.8,0.14,0.35,3.07,0.72,11.1
white,7,6.5,0.38,0.26,3.06,0.5,12.3
white,6,6.8,0.14,0.35,3.07,0.72,11.1
white,6,5.4,0.15,0.32,3.04,0.58,12.6
white,5,6.4,0.25,0.57,3,0.4,9.5
white,6,6.1,0.25,0.48,3.07,0.45,9.2
white,6,6.8,0.22,0.32,3.2,0.57,10.8
white,6,7.2,0.21,0.29,3,0.6,11.3
white,7,6,0.26,0.29,3.22,0.39,12.8
white,6,6.4,0.24,0.49,3.01,0.98,10.5
white,6,6.5,0.46,0.24,3.08,0.56,9.8
white,6,6.5,0.18,0.48,2.98,0.61,8.5
white,5,6.2,0.32,0.12,3.16,0.5,9.3
white,5,7.2,0.4,0.24,3.2,0.52,9.2
white,6,5.9,0.23,0.24,3.21,0.51,11.4
white,6,6.4,0.18,0.48,2.98,0.61,8.5
white,5,6.2,0.32,0.12,3.16,0.5,9.3
white,4,6.4,0.37,0.12,3.06,0.46,8.4
white,5,7,0.23,0.42,3.04,0.4,9.2
white,5,7.2,0.4,0.24,3.2,0.52,9.2
white,6,7.6,0.19,0.37,3.18,0.79,10.4
white,6,6,0.28,0.27,3.27,0.56,11.6
